设备ID,设备类型,时间戳,温度(℃),压力(MPa),振动(m/s²),流量(m³/h),产量(件),合格率(%),故障标记,故障类型
EQ001,风机,2026-03-06 11:26:42,63.6,6.11,1.105,105.87,831.74,99.11,0,无
EQ001,风机,2026-03-06 12:26:42,62.87,5.86,1.202,122.8,793.37,97.03,0,无
EQ001,风机,2026-03-06 13:26:42,67.75,5.93,0.348,110.17,773.23,97.91,0,无
EQ001,风机,2026-03-06 14:26:42,62.32,6.11,1.213,94.77,825.66,97.74,0,无
EQ001,风机,2026-03-06 15:26:42,65.17,6.37,0.719,113.03,773.2,98.81,0,无
EQ001,风机,2026-03-06 16:26:42,62.57,7.1,0.933,95.81,799.03,97.7,0,无
EQ001,风机,2026-03-06 17:26:42,65.6,5.03,0.684,87.19,847.52,99.71,0,无
EQ001,风机,2026-03-06 18:26:42,59.27,5.9,1.021,113.94,753.63,98.24,0,无
EQ001,风机,2026-03-06 19:26:42,66.83,6.3,1.057,112.01,664.84,98.68,0,无
EQ001,风机,2026-03-06 20:26:42,55.42,4.9,1.153,116.48,793.13,98.95,0,无
EQ001,风机,2026-03-06 21:26:42,71.29,6.79,1.492,108.91,803.77,96.4,0,无
EQ001,风机,2026-03-06 22:26:42,58.28,5.49,1.651,97.89,806.16,98.55,0,无
EQ001,风机,2026-03-06 23:26:42,60.31,7.02,0.813,102.34,762.88,96.68,0,无
EQ001,风机,2026-03-07 00:26:42,55.72,5.98,0.871,91.69,729.68,97.92,0,无
EQ001,风机,2026-03-07 01:26:42,49.47,6.46,1.025,82.51,784.54,97.25,0,无
EQ001,风机,2026-03-07 02:26:42,62.23,6.8,0.437,101.38,791.99,98.67,0,无
EQ001,风机,2026-03-07 03:26:42,61.49,5.55,0.904,90.45,853.8,98.02,0,无
EQ001,风机,2026-03-07 04:26:42,73.31,5.96,0.787,81.84,709.84,96.42,0,无
EQ001,风机,2026-03-07 05:26:42,61.87,6.31,0.526,110.74,775.85,98.15,0,无
EQ001,风机,2026-03-07 06:26:42,71.29,6.54,0.919,89.31,692.41,97.28,0,无
EQ001,风机,2026-03-07 07:26:42,58.52,5.41,0.961,100.92,788.76,97.35,0,无
EQ001,风机,2026-03-07 08:26:42,61.18,6.27,0.673,116.93,795.07,98.02,0,无
EQ001,风机,2026-03-07 09:26:42,64.96,6.14,1.286,103.45,769.38,98.36,0,无
EQ001,风机,2026-03-07 10:26:42,51.99,6.07,0.99,97.5,793.57,96.12,0,无
EQ001,风机,2026-03-07 11:26:42,56.16,6.06,1.048,87.67,863.29,97.13,0,无
EQ001,风机,2026-03-07 12:26:42,66.79,6.26,0.806,121.3,740.32,98.92,0,无
EQ001,风机,2026-03-07 13:26:42,67.0,5.6,1.418,97.0,814.43,98.26,0,无
EQ001,风机,2026-03-07 14:26:42,59.06,6.49,1.238,79.02,865.22,96.34,0,无
EQ001,风机,2026-03-07 15:26:42,67.23,6.68,0.673,95.07,744.71,97.79,1,压力异常
EQ001,风机,2026-03-07 16:26:42,57.84,6.47,1.393,116.75,771.89,97.79,0,无
EQ001,风机,2026-03-07 17:26:42,48.22,5.52,1.289,119.39,738.28,97.41,0,无
EQ001,风机,2026-03-07 18:26:42,59.82,6.17,0.757,105.09,776.31,97.99,0,无
EQ001,风机,2026-03-07 19:26:42,95.74,6.0,0.869,98.68,795.58,97.63,0,无
EQ001,风机,2026-03-07 20:26:42,58.19,6.96,1.168,96.45,834.85,97.67,0,无
EQ001,风机,2026-03-07 21:26:42,68.21,6.22,0.968,105.37,721.46,96.87,0,无
EQ001,风机,2026-03-07 22:26:42,51.64,6.09,1.52,126.78,831.9,98.5,0,无
EQ001,风机,2026-03-07 23:26:42,47.39,5.67,0.764,92.55,791.59,97.53,0,无
EQ001,风机,2026-03-08 00:26:42,46.14,6.45,0.678,102.87,903.7,97.08,0,无
EQ001,风机,2026-03-08 01:26:42,42.29,5.83,1.33,123.5,738.52,98.5,0,无
EQ001,风机,2026-03-08 02:26:42,56.74,5.94,1.793,81.96,812.69,98.47,0,无
EQ001,风机,2026-03-08 03:26:42,67.6,6.06,1.092,95.3,813.46,97.66,0,无
EQ001,风机,2026-03-08 04:26:42,64.35,5.78,1.113,99.65,856.3,97.95,0,无
EQ001,风机,2026-03-08 05:26:42,47.59,6.76,0.728,92.15,770.22,99.37,0,无
EQ001,风机,2026-03-08 06:26:42,45.05,7.88,1.317,102.68,797.26,98.29,0,无
EQ001,风机,2026-03-08 07:26:42,63.65,6.39,1.167,101.07,790.13,97.85,0,无
EQ001,风机,2026-03-08 08:26:42,58.64,6.68,1.178,64.72,832.8,98.19,0,无
EQ001,风机,2026-03-08 09:26:42,59.87,5.77,1.337,111.37,761.36,98.41,0,无
EQ001,风机,2026-03-08 10:26:42,53.2,5.17,0.812,110.35,847.66,98.51,0,无
EQ001,风机,2026-03-08 11:26:42,65.08,6.31,0.808,105.18,840.02,98.75,0,无
EQ001,风机,2026-03-08 12:26:42,68.32,6.42,1.105,112.84,798.67,97.12,0,无
EQ001,风机,2026-03-08 13:26:42,58.86,5.55,0.797,98.27,760.38,97.69,0,无
EQ001,风机,2026-03-08 14:26:42,46.74,6.13,1.0,90.19,832.96,98.94,0,无
EQ001,风机,2026-03-08 15:26:42,48.75,5.54,0.769,88.72,841.47,97.81,0,无
EQ001,风机,2026-03-08 16:26:42,58.15,4.8,1.191,85.13,803.0,98.28,0,无
EQ001,风机,2026-03-08 17:26:42,69.52,5.21,0.094,102.21,890.03,99.24,0,无
EQ001,风机,2026-03-08 18:26:42,61.47,5.71,1.242,88.32,823.82,98.51,0,无
EQ001,风机,2026-03-08 19:26:42,67.42,7.66,1.118,93.89,798.72,96.23,0,无
EQ001,风机,2026-03-08 20:26:42,55.14,5.75,0.843,101.83,758.88,99.12,0,无
EQ001,风机,2026-03-08 21:26:42,60.0,5.99,0.902,101.86,841.25,97.13,0,无
EQ001,风机,2026-03-08 22:26:42,55.39,5.82,0.596,90.17,776.19,98.87,0,无
EQ001,风机,2026-03-08 23:26:42,61.84,6.12,1.255,98.35,819.52,97.9,0,无
EQ001,风机,2026-03-09 00:26:42,61.86,5.65,0.268,98.39,871.14,98.93,0,无
EQ001,风机,2026-03-09 01:26:42,66.76,6.74,1.027,102.37,769.12,97.68,0,无
EQ001,风机,2026-03-09 02:26:42,64.31,6.72,0.958,94.6,800.03,98.6,0,无
EQ001,风机,2026-03-09 03:26:42,49.89,4.62,0.835,85.35,774.59,97.85,0,无
EQ001,风机,2026-03-09 04:26:42,56.83,6.87,1.098,103.61,831.11,96.86,0,无
EQ001,风机,2026-03-09 05:26:42,67.27,5.95,1.201,87.14,722.31,98.82,0,无
EQ001,风机,2026-03-09 06:26:42,62.63,5.46,0.739,113.51,740.53,99.64,0,无
EQ001,风机,2026-03-09 07:26:42,53.7,6.38,0.901,107.24,772.79,97.84,0,无
EQ001,风机,2026-03-09 08:26:42,60.29,5.4,1.222,93.84,788.57,97.01,0,无
EQ001,风机,2026-03-09 09:26:42,42.06,5.89,1.724,109.42,799.04,97.74,0,无
EQ001,风机,2026-03-09 10:26:42,60.16,6.33,0.646,113.37,835.77,98.72,0,无
EQ001,风机,2026-03-09 11:26:42,63.07,6.01,1.202,107.1,782.3,97.43,0,无
EQ001,风机,2026-03-09 12:26:42,60.71,6.93,0.628,82.39,808.24,98.05,0,无
EQ001,风机,2026-03-09 13:26:42,61.21,6.15,0.933,117.88,719.95,97.17,0,无
EQ001,风机,2026-03-09 14:26:42,59.28,5.01,0.947,119.94,801.04,98.23,0,无
EQ001,风机,2026-03-09 15:26:42,51.18,5.63,0.887,96.19,864.08,98.56,0,无
EQ001,风机,2026-03-09 16:26:42,52.22,6.15,1.149,113.68,879.03,96.98,0,无
EQ001,风机,2026-03-09 17:26:42,54.32,5.25,0.93,105.6,849.37,97.92,0,无
EQ001,风机,2026-03-09 18:26:42,57.76,6.09,0.749,125.07,719.62,98.18,0,无
EQ001,风机,2026-03-09 19:26:42,74.17,6.0,0.943,95.71,790.98,99.37,0,无
EQ001,风机,2026-03-09 20:26:42,44.52,6.92,0.573,96.8,778.54,98.59,0,无
EQ001,风机,2026-03-09 21:26:42,48.81,6.28,1.607,83.64,809.49,97.34,0,无
EQ001,风机,2026-03-09 22:26:42,62.98,6.01,0.808,105.85,890.22,97.81,0,无
EQ001,风机,2026-03-09 23:26:42,65.04,5.22,0.713,105.67,874.21,98.36,0,无
EQ001,风机,2026-03-10 00:26:42,57.81,6.0,0.625,107.25,844.12,97.55,0,无
EQ001,风机,2026-03-10 01:26:42,56.71,6.16,0.869,99.21,904.99,97.75,0,无
EQ001,风机,2026-03-10 02:26:42,57.49,5.61,1.223,97.83,767.53,99.32,0,无
EQ001,风机,2026-03-10 03:26:42,69.94,5.64,0.44,112.09,765.77,98.79,0,无
EQ001,风机,2026-03-10 04:26:42,46.21,6.54,0.637,108.77,800.71,97.05,0,无
EQ001,风机,2026-03-10 05:26:42,57.15,6.41,1.032,107.01,898.82,96.44,0,无
EQ001,风机,2026-03-10 06:26:42,71.32,6.06,0.73,84.04,790.54,98.92,0,无
EQ001,风机,2026-03-10 07:26:42,59.11,6.91,0.565,99.85,737.38,98.36,0,无
EQ001,风机,2026-03-10 08:26:42,66.21,5.75,0.219,102.39,821.84,98.4,0,无
EQ001,风机,2026-03-10 09:26:42,68.65,5.36,1.204,114.31,711.07,98.32,0,无
EQ001,风机,2026-03-10 10:26:42,56.47,5.95,1.104,94.15,766.21,98.03,0,无
EQ001,风机,2026-03-10 11:26:42,52.39,5.35,1.204,86.21,833.32,98.46,0,无
EQ001,风机,2026-03-10 12:26:42,47.92,5.59,1.358,88.23,776.78,98.46,0,无
EQ001,风机,2026-03-10 13:26:42,65.48,5.85,0.821,117.07,886.94,98.98,0,无
EQ001,风机,2026-03-10 14:26:42,60.6,5.52,0.751,106.27,820.92,99.4,0,无
EQ001,风机,2026-03-10 15:26:42,64.55,5.1,1.316,88.02,780.8,98.25,0,无
EQ001,风机,2026-03-10 16:26:42,73.97,7.87,1.182,97.8,826.73,98.89,0,无
EQ001,风机,2026-03-10 17:26:42,57.76,7.08,1.069,105.97,833.3,98.42,0,无
EQ001,风机,2026-03-10 18:26:42,65.87,5.63,0.833,86.8,821.98,98.78,0,无
EQ001,风机,2026-03-10 19:26:42,63.2,7.0,0.998,108.02,745.41,97.61,0,无
EQ001,风机,2026-03-10 20:26:42,64.87,6.51,0.912,99.14,724.11,97.64,0,无
EQ001,风机,2026-03-10 21:26:42,66.23,6.35,1.15,100.6,800.35,97.34,0,无
EQ001,风机,2026-03-10 22:26:42,64.89,6.25,1.148,93.69,692.33,99.1,0,无
EQ001,风机,2026-03-10 23:26:42,56.65,5.48,1.208,95.3,853.0,98.62,0,无
EQ001,风机,2026-03-11 00:26:42,64.78,5.18,1.364,103.14,781.54,98.14,0,无
EQ001,风机,2026-03-11 01:26:42,47.57,6.25,0.691,83.77,723.88,99.11,0,无
EQ001,风机,2026-03-11 02:26:42,55.6,6.92,0.839,79.51,744.17,99.24,0,无
EQ001,风机,2026-03-11 03:26:42,58.91,5.67,1.048,106.02,855.87,99.45,0,无
EQ001,风机,2026-03-11 04:26:42,57.48,5.2,0.876,103.12,751.81,97.04,0,无
EQ001,风机,2026-03-11 05:26:42,62.41,5.97,1.01,90.9,788.48,97.08,0,无
EQ001,风机,2026-03-11 06:26:42,66.23,6.62,0.446,88.85,725.17,97.35,0,无
EQ001,风机,2026-03-11 07:26:42,59.42,5.13,0.723,87.95,810.36,98.07,0,无
EQ001,风机,2026-03-11 08:26:42,54.95,6.11,0.836,96.74,883.67,99.34,0,无
EQ001,风机,2026-03-11 09:26:42,50.9,6.5,1.243,86.22,840.94,99.54,0,无
EQ001,风机,2026-03-11 10:26:42,52.14,5.45,1.305,103.26,827.57,98.34,0,无
EQ001,风机,2026-03-11 11:26:42,62.73,5.2,1.314,114.04,788.53,97.96,0,无
EQ001,风机,2026-03-11 12:26:42,49.28,6.31,1.172,99.25,856.22,97.67,0,无
EQ001,风机,2026-03-11 13:26:42,95.93,5.39,0.993,97.91,811.27,97.63,0,无
EQ001,风机,2026-03-11 14:26:42,59.08,6.5,0.869,80.72,887.48,99.38,0,无
EQ001,风机,2026-03-11 15:26:42,50.95,6.41,0.849,103.16,814.71,97.77,0,无
EQ001,风机,2026-03-11 16:26:42,54.51,5.59,0.725,90.02,796.64,97.28,0,无
EQ001,风机,2026-03-11 17:26:42,64.77,6.89,0.826,102.87,824.98,98.47,0,无
EQ001,风机,2026-03-11 18:26:42,60.53,6.45,1.145,85.15,843.46,98.89,0,无
EQ001,风机,2026-03-11 19:26:42,54.66,6.02,1.205,97.49,853.65,100.36,0,无
EQ001,风机,2026-03-11 20:26:42,54.5,5.17,1.091,108.66,788.46,99.45,0,无
EQ001,风机,2026-03-11 21:26:42,50.63,6.42,0.818,120.63,899.63,97.23,0,无
EQ001,风机,2026-03-11 22:26:42,56.15,6.52,0.884,99.46,801.27,96.08,0,无
EQ001,风机,2026-03-11 23:26:42,59.9,5.59,0.852,117.32,737.17,98.81,0,无
EQ001,风机,2026-03-12 00:26:42,58.05,5.83,1.237,104.08,828.53,98.97,0,无
EQ001,风机,2026-03-12 01:26:42,57.68,5.63,0.674,90.1,947.45,99.24,0,无
EQ001,风机,2026-03-12 02:26:42,50.54,5.21,1.145,106.57,827.44,97.75,0,无
EQ001,风机,2026-03-12 03:26:42,59.12,6.2,1.026,73.37,788.51,97.15,0,无
EQ001,风机,2026-03-12 04:26:42,61.23,7.79,1.11,96.24,846.09,98.48,0,无
EQ001,风机,2026-03-12 05:26:42,62.94,6.36,1.617,86.43,823.68,97.07,0,无
EQ001,风机,2026-03-12 06:26:42,63.89,5.45,0.875,96.46,848.79,98.92,0,无
EQ001,风机,2026-03-12 07:26:42,51.28,6.03,0.787,84.9,789.15,97.69,0,无
EQ001,风机,2026-03-12 08:26:42,76.99,6.26,0.587,93.22,851.07,100.09,0,无
EQ001,风机,2026-03-12 09:26:42,48.9,4.87,1.561,104.68,756.59,98.53,0,无
EQ001,风机,2026-03-12 10:26:42,41.55,6.0,1.098,111.09,749.31,98.09,0,无
EQ001,风机,2026-03-12 11:26:42,53.52,6.15,0.731,95.1,750.21,98.65,0,无
EQ001,风机,2026-03-12 12:26:42,66.01,5.86,1.011,82.62,785.02,97.95,0,无
EQ001,风机,2026-03-12 13:26:42,78.35,5.33,1.439,111.96,814.03,99.76,0,无
EQ001,风机,2026-03-12 14:26:42,62.6,6.23,0.984,114.68,854.82,97.37,0,无
EQ001,风机,2026-03-12 15:26:42,50.77,5.88,0.76,99.24,861.87,97.54,0,无
EQ001,风机,2026-03-12 16:26:42,59.7,6.03,1.255,73.04,769.66,98.21,0,无
EQ001,风机,2026-03-12 17:26:42,68.4,5.7,0.437,107.44,768.23,96.81,0,无
EQ001,风机,2026-03-12 18:26:42,55.63,5.89,0.819,73.53,844.85,99.27,0,无
EQ001,风机,2026-03-12 19:26:42,64.56,5.32,0.94,99.92,829.94,98.67,0,无
EQ001,风机,2026-03-12 20:26:42,54.86,6.05,1.137,117.47,835.23,98.79,0,无
EQ001,风机,2026-03-12 21:26:42,60.59,6.85,1.123,89.67,870.17,98.7,0,无
EQ001,风机,2026-03-12 22:26:42,56.9,5.71,1.089,105.56,809.86,98.31,0,无
EQ001,风机,2026-03-12 23:26:42,71.9,6.64,,111.3,748.37,98.4,0,无
EQ001,风机,2026-03-13 00:26:42,72.67,5.87,0.746,92.17,745.52,97.22,0,无
EQ001,风机,2026-03-13 01:26:42,57.41,5.16,1.005,110.83,754.61,99.52,0,无
EQ001,风机,2026-03-13 02:26:42,63.58,6.62,0.803,110.25,745.4,98.89,0,无
EQ001,风机,2026-03-13 03:26:42,61.2,6.33,0.647,89.26,829.86,97.05,0,无
EQ001,风机,2026-03-13 04:26:42,63.24,5.18,1.254,85.21,827.61,98.63,0,无
EQ001,风机,2026-03-13 05:26:42,55.12,6.35,1.078,93.53,749.57,96.04,0,无
EQ001,风机,2026-03-13 06:26:42,62.45,5.06,1.029,96.84,833.96,97.7,0,无
EQ001,风机,2026-03-13 07:26:42,57.69,6.44,1.101,103.79,823.46,96.46,0,无
EQ001,风机,2026-03-13 08:26:42,65.3,6.37,0.695,97.07,798.03,97.87,0,无
EQ001,风机,2026-03-13 09:26:42,62.34,6.86,1.325,84.25,831.1,99.33,0,无
EQ001,风机,2026-03-13 10:26:42,62.71,6.65,1.604,112.28,812.47,99.05,0,无
EQ001,风机,2026-03-13 11:26:42,61.01,6.01,0.895,118.76,759.08,99.53,0,无
EQ001,风机,2026-03-13 12:26:42,63.5,5.16,1.11,74.8,831.28,98.89,0,无
EQ001,风机,2026-03-13 13:26:42,55.85,6.07,1.586,93.93,747.05,99.48,0,无
EQ001,风机,2026-03-13 14:26:42,73.74,6.0,1.303,116.1,762.88,97.51,0,无
EQ001,风机,2026-03-13 15:26:42,68.62,7.01,1.169,89.44,899.35,97.47,0,无
EQ001,风机,2026-03-13 16:26:42,57.65,6.21,1.466,110.25,820.74,98.46,0,无
EQ001,风机,2026-03-13 17:26:42,60.3,6.33,0.241,96.44,812.07,96.85,0,无
EQ001,风机,2026-03-13 18:26:42,62.7,5.88,1.527,118.88,776.71,97.85,0,无
EQ001,风机,2026-03-13 19:26:42,59.48,5.73,1.059,90.9,743.47,98.62,0,无
EQ001,风机,2026-03-13 20:26:42,64.41,5.52,1.269,92.42,812.66,98.82,0,无
EQ001,风机,2026-03-13 21:26:42,59.76,6.27,0.845,97.64,789.71,97.25,0,无
EQ001,风机,2026-03-13 22:26:42,58.76,5.07,0.853,96.58,787.19,97.76,0,无
EQ001,风机,2026-03-13 23:26:42,59.57,6.29,1.262,92.2,739.84,96.96,0,无
EQ001,风机,2026-03-14 00:26:42,56.59,5.79,0.769,84.45,777.19,98.18,0,无
EQ001,风机,2026-03-14 01:26:42,64.17,5.67,0.876,88.88,798.43,97.15,0,无
EQ001,风机,2026-03-14 02:26:42,64.01,4.93,0.892,103.61,809.19,100.69,0,无
EQ001,风机,2026-03-14 03:26:42,62.45,5.4,0.971,78.69,795.97,97.17,0,无
EQ001,风机,2026-03-14 04:26:42,66.41,5.67,0.965,92.37,886.94,97.68,0,无
EQ001,风机,2026-03-14 05:26:42,72.83,6.49,1.145,104.42,819.69,96.07,0,无
EQ001,风机,2026-03-14 06:26:42,58.05,6.51,0.985,83.14,797.38,99.7,0,无
EQ001,风机,2026-03-14 07:26:42,68.73,5.96,1.285,95.6,714.81,97.08,0,无
EQ001,风机,2026-03-14 08:26:42,70.94,5.84,0.927,96.4,895.21,99.63,0,无
EQ001,风机,2026-03-14 09:26:42,75.53,5.9,1.089,81.8,873.85,96.83,0,无
EQ001,风机,2026-03-14 10:26:42,61.52,5.34,0.823,89.95,769.61,97.46,0,无
EQ001,风机,2026-03-14 11:26:42,56.16,6.5,0.669,102.65,860.9,97.49,0,无
EQ001,风机,2026-03-14 12:26:42,54.97,5.86,1.354,102.33,773.44,98.48,0,无
EQ001,风机,2026-03-14 13:26:42,52.28,6.41,1.123,96.31,758.07,97.11,0,无
EQ001,风机,2026-03-14 14:26:42,63.74,6.74,0.809,105.5,695.65,97.42,0,无
EQ001,风机,2026-03-14 15:26:42,59.78,5.45,0.719,91.99,814.61,97.81,0,无
EQ001,风机,2026-03-14 16:26:42,44.33,4.73,0.818,105.49,662.62,97.5,0,无
EQ001,风机,2026-03-14 17:26:42,56.32,6.83,0.884,104.6,807.06,95.87,0,无
EQ001,风机,2026-03-14 18:26:42,65.38,6.13,1.152,147.11,695.79,99.72,0,无
EQ001,风机,2026-03-14 19:26:42,57.99,6.17,0.986,94.91,771.51,98.33,0,无
EQ001,风机,2026-03-14 20:26:42,49.38,6.45,0.875,86.44,777.5,99.26,0,无
EQ001,风机,2026-03-14 21:26:42,56.25,6.22,0.781,109.1,834.28,99.85,0,无
EQ001,风机,2026-03-14 22:26:42,58.77,6.4,1.029,115.55,764.06,98.75,0,无
EQ001,风机,2026-03-14 23:26:42,58.64,5.96,1.028,103.03,794.19,98.21,0,无
EQ001,风机,2026-03-15 00:26:42,71.05,6.59,1.261,94.53,755.54,98.96,0,无
EQ001,风机,2026-03-15 01:26:42,66.13,6.88,0.819,97.25,718.03,97.61,0,无
EQ001,风机,2026-03-15 02:26:42,66.98,5.72,1.192,97.71,816.2,96.85,0,无
EQ001,风机,2026-03-15 03:26:42,60.6,4.21,0.944,80.43,860.3,98.78,0,无
EQ001,风机,2026-03-15 04:26:42,63.27,6.91,0.715,120.97,846.61,97.76,0,无
EQ001,风机,2026-03-15 05:26:42,67.95,5.34,0.753,92.7,773.55,96.94,0,无
EQ001,风机,2026-03-15 06:26:42,68.56,5.84,1.106,93.16,708.97,98.27,0,无
EQ001,风机,2026-03-15 07:26:42,46.61,5.96,0.59,123.85,845.57,98.11,0,无
EQ001,风机,2026-03-15 08:26:42,68.85,5.49,1.163,102.4,813.2,99.27,0,无
EQ001,风机,2026-03-15 09:26:42,65.13,6.17,0.504,88.48,793.86,98.09,0,无
EQ001,风机,2026-03-15 10:26:42,52.09,7.45,1.455,107.23,803.6,97.79,0,无
EQ001,风机,2026-03-15 11:26:42,53.34,6.05,1.077,85.1,816.71,97.84,0,无
EQ001,风机,2026-03-15 12:26:42,46.65,5.48,0.876,122.65,827.83,96.66,0,无
EQ001,风机,2026-03-15 13:26:42,63.4,5.07,1.325,94.35,795.32,99.33,0,无
EQ001,风机,2026-03-15 14:26:42,50.99,5.16,0.825,112.46,724.03,95.17,0,无
EQ001,风机,2026-03-15 15:26:42,56.84,6.33,1.36,94.44,779.43,99.15,0,无
EQ001,风机,2026-03-15 16:26:42,46.91,5.77,1.057,105.39,774.51,98.03,0,无
EQ001,风机,2026-03-15 17:26:42,42.58,5.61,1.136,88.21,802.95,98.45,0,无
EQ001,风机,2026-03-15 18:26:42,57.6,6.1,0.711,97.52,830.51,98.16,0,无
EQ001,风机,2026-03-15 19:26:42,55.89,6.13,1.214,75.4,857.95,97.66,0,无
EQ001,风机,2026-03-15 20:26:42,62.98,6.72,0.588,91.49,785.57,97.22,0,无
EQ001,风机,2026-03-15 21:26:42,72.14,5.49,0.833,102.45,739.89,97.6,0,无
EQ001,风机,2026-03-15 22:26:42,62.22,5.8,0.972,93.65,724.28,98.32,0,无
EQ001,风机,2026-03-15 23:26:42,72.28,6.01,1.068,108.31,736.53,99.7,0,无
EQ001,风机,2026-03-16 00:26:42,61.42,6.98,0.78,121.82,838.76,98.55,0,无
EQ001,风机,2026-03-16 01:26:42,61.64,5.85,1.36,101.68,701.65,96.88,0,无
EQ001,风机,2026-03-16 02:26:42,58.7,6.19,0.983,114.63,702.44,98.14,0,无
EQ001,风机,2026-03-16 03:26:42,47.27,6.46,0.972,105.04,756.81,99.28,0,无
EQ001,风机,2026-03-16 04:26:42,67.29,6.35,0.961,106.96,764.66,98.86,0,无
EQ001,风机,2026-03-16 05:26:42,71.55,6.64,0.781,104.34,735.34,98.57,0,无
EQ001,风机,2026-03-16 06:26:42,63.15,4.88,0.651,96.6,784.96,96.79,0,无
EQ001,风机,2026-03-16 07:26:42,62.72,6.15,0.942,90.93,852.44,99.66,0,无
EQ001,风机,2026-03-16 08:26:42,56.62,5.63,1.147,95.7,793.03,98.74,0,无
EQ001,风机,2026-03-16 09:26:42,46.63,6.79,1.022,95.06,795.54,97.96,0,无
EQ001,风机,2026-03-16 10:26:42,47.88,6.9,1.012,105.32,847.58,96.98,0,无
EQ001,风机,2026-03-16 11:26:42,63.31,5.84,1.254,74.47,795.05,97.4,0,无
EQ001,风机,2026-03-16 12:26:42,63.03,6.28,0.788,91.45,794.47,97.1,0,无
EQ001,风机,2026-03-16 13:26:42,65.89,5.78,0.128,95.5,748.07,96.37,0,无
EQ001,风机,2026-03-16 14:26:42,51.34,6.07,1.399,103.76,769.67,98.46,0,无
EQ001,风机,2026-03-16 15:26:42,56.79,5.58,0.654,78.98,780.5,98.16,0,无
EQ001,风机,2026-03-16 16:26:42,59.32,5.75,0.716,107.3,734.14,98.78,0,无
EQ001,风机,2026-03-16 17:26:42,52.98,5.55,0.56,93.98,848.77,98.52,0,无
EQ001,风机,2026-03-16 18:26:42,66.85,6.31,0.669,96.03,760.99,99.33,0,无
EQ001,风机,2026-03-16 19:26:42,51.62,6.54,1.268,121.96,779.52,98.71,0,无
EQ001,风机,2026-03-16 20:26:42,75.97,5.63,0.539,77.44,835.64,96.12,0,无
EQ001,风机,2026-03-16 21:26:42,57.39,6.26,1.056,105.11,811.11,99.28,0,无
EQ001,风机,2026-03-16 22:26:42,53.33,5.59,0.768,109.96,845.02,98.45,0,无
EQ001,风机,2026-03-16 23:26:42,68.28,5.29,1.5,118.28,836.78,99.78,0,无
EQ001,风机,2026-03-17 00:26:42,48.4,5.69,0.779,108.66,747.49,98.76,0,无
EQ001,风机,2026-03-17 01:26:42,69.59,6.42,1.085,88.15,757.66,99.25,0,无
EQ001,风机,2026-03-17 02:26:42,65.46,5.98,0.875,75.69,746.46,99.91,0,无
EQ001,风机,2026-03-17 03:26:42,51.04,6.11,1.302,84.94,809.24,98.94,0,无
EQ001,风机,2026-03-17 04:26:42,60.09,7.72,0.499,112.7,791.36,98.77,0,无
EQ001,风机,2026-03-17 05:26:42,63.09,5.56,1.069,77.71,830.16,98.3,0,无
EQ001,风机,2026-03-17 06:26:42,64.47,6.63,1.11,101.78,755.95,97.29,0,无
EQ001,风机,2026-03-17 07:26:42,68.31,6.86,0.929,100.55,754.77,99.17,0,无
EQ001,风机,2026-03-17 08:26:42,64.66,7.16,0.737,95.46,811.57,98.65,0,无
EQ001,风机,2026-03-17 09:26:42,58.49,5.48,1.264,108.65,754.19,99.36,0,无
EQ001,风机,2026-03-17 10:26:42,68.19,6.08,1.024,106.65,756.91,98.03,0,无
EQ001,风机,2026-03-17 11:26:42,44.93,6.53,0.532,118.04,783.49,97.79,0,无
EQ001,风机,2026-03-17 12:26:42,55.61,5.83,1.426,70.15,863.85,98.34,0,无
EQ001,风机,2026-03-17 13:26:42,51.55,5.35,1.503,88.65,742.33,99.14,0,无
EQ001,风机,2026-03-17 14:26:42,62.37,5.44,1.065,87.69,855.04,99.06,0,无
EQ001,风机,2026-03-17 15:26:42,63.72,6.22,1.528,100.0,740.91,98.45,0,无
EQ001,风机,2026-03-17 16:26:42,74.6,5.39,0.892,105.0,797.3,97.02,0,无
EQ001,风机,2026-03-17 17:26:42,67.85,7.39,1.059,89.15,722.55,98.26,0,无
EQ001,风机,2026-03-17 18:26:42,67.73,6.29,0.999,92.93,745.39,98.83,0,无
EQ001,风机,2026-03-17 19:26:42,66.4,5.07,1.477,106.89,869.98,96.66,0,无
EQ001,风机,2026-03-17 20:26:42,50.44,5.91,1.151,121.56,835.3,97.76,0,无
EQ001,风机,2026-03-17 21:26:42,52.82,6.74,0.711,119.54,785.78,99.59,0,无
EQ001,风机,2026-03-17 22:26:42,64.75,5.92,0.844,95.91,821.42,98.08,0,无
EQ001,风机,2026-03-17 23:26:42,55.84,5.9,1.024,74.46,822.91,97.02,0,无
EQ001,风机,2026-03-18 00:26:42,51.93,4.99,0.462,83.73,764.55,99.95,0,无
EQ001,风机,2026-03-18 01:26:42,56.32,6.11,1.12,101.57,796.13,96.8,0,无
EQ001,风机,2026-03-18 02:26:42,70.16,7.08,0.495,87.71,786.01,97.04,0,无
EQ001,风机,2026-03-18 03:26:42,63.54,5.56,1.65,114.29,810.63,99.03,0,无
EQ001,风机,2026-03-18 04:26:42,67.74,5.66,0.755,100.94,843.08,98.14,0,无
EQ001,风机,2026-03-18 05:26:42,48.96,5.52,0.978,99.09,898.63,96.61,0,无
EQ001,风机,2026-03-18 06:26:42,63.54,6.89,1.681,95.15,824.57,98.57,0,无
